HATE_SPEECH,COUNTER_NARRATIVE_LEGACY,VERSION,TARGET,CATEGORIES,EMOTIONS,COUNTER_NARRATIVE,GENERATED_CN
Only 8% is a real refugee,"The percentage you are talking about refers only to ""refugee status"" and does not include protection for those who escape from wars.",V1,MIGRANTS,['Immigration and Refugee Status'],"['Contempt', 'Superiority']","Refugee status is determined by international law, not arbitrary percentages. Every individual seeking asylum has a unique story and deserves to be treated with dignity and respect. Let's focus on compassion and understanding rather than misleading statistics.","Refugees contribute significantly to our communities, bringing diverse skills and perspectives that enrich our society. It's important to remember that the number of refugees is a testament to the global need for humanitarian support and our collective responsibility to help those in need. Let's focus on compassion and understanding rather than spreading misinformation.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
We should put a stop to migrants and ban them.,I am not sure that they should be banned. Migrants are people too. They are good to have in our society. And many of them are helping us to develop our country.,V4,MIGRANTS,['Immigration and Refugee Status'],"['Fear', 'Anger']","Migrants contribute significantly to our economy and enrich our culture with diverse perspectives. Banning them would mean losing out on innovation and growth. Instead of building walls, let's build bridges and embrace the benefits of a multicultural society.","Migrants contribute significantly to our communities by filling essential jobs, enriching our culture, and boosting the economy. Banning them would mean losing out on countless benefits and shared humanity. Let's celebrate diversity instead of fearing it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
"Black minorities vote to strip wealth, power and opportunity from White people.","Minorities would never hope for such an impact on the rest of the society. Instead, they vote for the equal wealth, power, and opportunity for everyone.",V4,POC,['Race and Ethnicity'],"['Fear', 'Resentment', 'Anger']","Claiming that Black minorities vote to take away wealth and power from White people ignores the reality that everyone seeks a fair and just society. Voting is about advocating for policies that benefit all communities, not about targeting any specific group. Let's focus on building a future where opportunities are accessible to everyone, regardless of race.","Funny how the idea of voting to take away wealth and power seems like a logistical nightmare when most people are just trying to get their own bills paid. In reality, voting is about creating equality and opportunities for everyone, regardless of race. Let's focus on building communities where everyone thrives together.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The Jews are the only few to receive public welfare.,The vast majority of the world's population gets public welfare if in need.,V5,JEWS,"['Religion and Belief', 'Socioeconomic Status and Class']","['Contempt', 'Resentment', 'Superiority']","Public welfare is available to all who qualify, regardless of religion or ethnicity. It's a system designed to support those in need, not a specific group. Let's focus on understanding and supporting each other rather than spreading unfounded claims.","Public welfare is distributed based on need, not religion. Many Jewish individuals contribute significantly to society and pay taxes that support these programs. Let's celebrate diversity and the positive impact everyone makes.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
"Faggots: unless they change, they are not welcome here.",I don't know why you would expect gay people to behave differently just because you don't like them. You should think about your friends as well: what would you do if they were gay?,V6_sbf,LGBT+,['Sexual Orientation'],"['Contempt', 'Disgust', 'Superiority']","Love and acceptance are universal values that enrich communities. Everyone deserves to feel welcome and safe, regardless of who they love. Embracing diversity makes us stronger and more compassionate.","Imagine thinking love is a threat—sounds like someone needs a hug! Everyone deserves respect and acceptance, regardless of who they love. Embracing diversity makes communities stronger and more vibrant.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves.,Muslims in Britain have contributed a lot to our economy. They are true innovators in modern Britain.,V4,MUSLIMS,['Religion and Belief'],"['Fear', 'Anger']","Scared of Muslims? Maybe it's time to meet some and realize they're just people like you, not characters from a horror movie.","Fear often stems from misunderstanding. Muslims, like people of all faiths, value peace and community. It's important to recognize that diversity enriches our society rather than threatens it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The Koran is not about peace. It is about killing infidels.,"Muslims are peaceful. The Koran doesn't talk about killing infidels, why would it do that?",V3,MUSLIMS,['Religion and Belief'],"['Contempt', 'Anger']","Claiming the Koran is solely about violence ignores its teachings on compassion, charity, and peace. Many Muslims around the world live by these principles every day. Isn't it curious how billions of people manage to find peace in a book you claim is all about violence?",Funny how people overlook the countless verses promoting peace and compassion in the Koran. Maybe it's time to read beyond the headlines and discover the beauty of diversity within the faith.
Gays are just sick. It is an abomination,Do you consider it a disease like cold or flu?,V1,LGBT+,['Sexual Orientation'],"['Contempt', 'Disgust']","Love is love, and it's as natural as the air we breathe. Being gay is a part of human diversity, not a sickness. Let's celebrate our differences and embrace the beauty of all identities.","Love is not a disease; it's a beautiful expression of humanity. Diversity in love is what makes our world vibrant and strong. Embracing everyone, regardless of who they love, is what truly makes us human.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The world would be a better place without black people. They are criminals persecuting white people.,Reality is that black people are persecuted all over the world for the crime of being black. I don't see how this could be said for white people.,V6_lab,POC,['Race and Ethnicity'],"['Contempt', 'Superiority', 'Disgust']","Imagine a world without the rich cultural contributions of black people—no jazz, hip-hop, or countless scientific and social advancements. Crime knows no race, and perpetuating such stereotypes only blinds us to the real issues that need addressing. Let's celebrate diversity and work together for a better future for everyone.","Imagine thinking that the rich diversity of cultures and histories contributed by black people are somehow a problem—sounds like someone missed history class! Crime is a complex issue that affects all communities equally, and blaming an entire race only spreads ignorance and division. Let's celebrate our differences and work together for a better world.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Islamic woman are beneath contempt and ridicule.,"Even if they are from a different culture, they are not inferior to us.",V5,other,"['Religion and Belief', 'Gender and Gender Identity']","['Contempt', 'Superiority']","Reducing anyone to stereotypes is beneath the dignity of a society that values diversity. Islamic women, like all women, are individuals with unique strengths, talents, and contributions that enrich our world. Let's celebrate their achievements rather than diminish them with baseless contempt.","Imagine thinking that half the world's population is beneath contempt when Islamic women have been leaders, innovators, and change-makers throughout history. Maybe it's time to update those outdated stereotypes and recognize the incredible contributions women make every day.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Transgenders should not be allowed to act the part of women and should not be allowed to do anything about their penis.,Do you really think it is fair to restrict people's existence just because they are trans or because of their genitalia?,V6_sbf,LGBT+,['Gender and Gender Identity'],"['Contempt', 'Disgust', 'Superiority']","Transgender individuals have every right to express their gender identity, just like anyone else. Acting roles should be based on talent, not outdated stereotypes. Let's celebrate diversity and the richness it brings to our world.","Why should anyone's identity be limited by outdated stereotypes? Transgender individuals have the right to live authentically and express themselves freely, just like anyone else. It's time to embrace diversity and recognize that everyone deserves respect and equality.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
"Islam is a violent political ideology and it promotes murder, rape, and intolerance.","If Islam is a political ideology, then it is a political ideology of peace. But I'll rather call it a religion, a religion of peace, as all the others.",V6_kc,MUSLIMS,['Religion and Belief'],"['Anger', 'Contempt', 'Disgust']","Claiming Islam promotes violence ignores the millions of Muslims who live peacefully and contribute positively to society every day. Just like any religion, Islam has diverse interpretations, and the vast majority of its followers advocate for peace and compassion. Maybe it's time to update those outdated stereotypes with some real-world facts.","Claiming Islam promotes violence ignores the millions of Muslims who live peacefully and contribute positively to society every day. Every major religion has been misused by extremists, but that doesn't define the faith itself. Let's focus on understanding and respecting each other's beliefs instead of spreading baseless stereotypes.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The Jews are the reason why the World Cup is getting so expensive.,Really? I thought it was due to the salaries of the players... But of course it's the same old Jewish conspiracies fault.,V2,JEWS,['Religion and Belief'],"['Anger', 'Contempt', 'Resentment']","Blaming an entire group for the cost of the World Cup is as logical as blaming penguins for global warming. The reality is that event costs are driven by a multitude of factors like infrastructure, logistics, and market demand. Let's focus on facts and enjoy the beautiful game instead.","Blaming Jews for the World Cup's expenses is like blaming your neighbor for your cat's haircut—it's just not logical. The World Cup costs are influenced by a multitude of factors, including infrastructure development and sponsorship deals. Let's focus on celebrating the beautiful game instead of spreading baseless accusations.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Women are nothing but trouble to society.,And how is it you know this? Which are your scientific proofs of them being troublesome?,V6_kc,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have been pivotal in shaping society, from leading scientific breakthroughs to driving social change. Imagine a world without the contributions of women like Marie Curie or Rosa Parks—sounds pretty bleak, doesn't it?",Imagine thinking half the world's population is trouble—sounds like someone missed a few history lessons on women's achievements! Women have been at the forefront of countless innovations and movements that have shaped society for the better. Maybe it's time to update those outdated stereotypes with some facts.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
Geez. Is there anything worse than migrants who just come here to settle down?,"In addition to providing labour and contributing to the local economy, migrants are often employing people who were previously on the dole.",V4,MIGRANTS,['Immigration and Refugee Status'],"['Contempt', 'Resentment']","Migrants bring diversity, skills, and cultural richness that enhance our communities and economies. Many work tirelessly, contributing to sectors like healthcare, education, and technology. Instead of seeing them as a burden, let's appreciate the value they add to our society.","Migrants contribute significantly to our communities by filling essential jobs, paying taxes, and enriching our culture. Isn't it amazing how diversity can actually strengthen our society rather than weaken it?	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Islam is a political ideology and ideology of conquest.,You are only creating misunderstanding between two cultures and peoples. You should stop this.,V5,MUSLIMS,['Religion and Belief'],"['Contempt', 'Fear']","Labeling Islam as merely a political ideology ignores its rich spiritual and cultural heritage that has inspired art, science, and philosophy for centuries. Conquest? More like a history of diverse contributions to global civilization.","Claiming Islam is solely a political ideology ignores its rich spiritual and cultural heritage that has inspired art, science, and philosophy for centuries. Many Muslims around the world live peacefully, contributing positively to their communities without seeking conquest. Perhaps it's time to recognize the diversity and kindness that define the majority of Muslims.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Jews are deliberately keeping America down.,It is important to remember that the vast majority of Jews are hard working and contribute to our country.,V6_kc,JEWS,['Religion and Belief'],"['Anger', 'Contempt', 'Resentment']","Blaming a single group for complex societal issues is not only inaccurate but also harmful. Jewish communities have contributed significantly to America's progress in fields like science, arts, and business. Let's focus on unity and collaboration to address challenges together.","Blaming Jews for America's challenges is like blaming your shoes for tripping—it's just not accurate. Jewish Americans have contributed immensely to the country's progress in fields like science, medicine, and the arts. Let's celebrate diversity and focus on solutions that unite us rather than scapegoating myths.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Faggots are just an offense to moral dignity.,I don't understand how a normal person would find a man being attracted to another man offensive.,V4,LGBT+,['Sexual Orientation'],"['Contempt', 'Disgust']","Love and dignity are universal rights, not privileges reserved for a select few. Embracing diversity enriches our communities and reflects true moral strength. Let's celebrate love in all its forms rather than spreading baseless hate.","Love and respect are the true foundations of moral dignity, not who someone loves. Isn't it amazing how embracing diversity actually strengthens our communities rather than offends them?"
The West has been infiltrated by Muslims and is no longer the land of peace it was once.,"The idea that the West has been ""infiltrated by Muslims"" is a myth. The overwhelming majority of the world's Muslims are peaceful and helpful people.",V6_kc,MUSLIMS,"['Religion and Belief', 'Immigration and Refugee Status']","['Fear', 'Contempt']","Muslims have been part of Western societies for centuries, contributing to their rich cultural tapestry and peace. It's worth noting that peace is built through understanding and cooperation, not by singling out and blaming entire communities. Let's focus on unity and the shared values that truly make our societies strong.","Funny how the ""land of peace"" used to be known for its diversity and tolerance is suddenly worried about a few billion Muslims. Maybe it's time to remember that peace comes from understanding and embracing different cultures, not fear-mongering.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.,How about you check the statistics? Foreigners represent the 13% of the prison population in the UK.,V2,MIGRANTS,"['Immigration and Refugee Status', 'National Origin and Culture']","['Fear', 'Resentment']","Refugees contribute to the UK in many positive ways, including enriching our culture and economy. Crime rates are influenced by a variety of factors, and it's misleading to blame them on refugees. Let's focus on building a community where everyone feels safe and valued.",Funny how crime rates are often used as a scapegoat without considering the real issues. Refugees contribute positively to society by enriching our culture and economy. Maybe it's time to look at crime statistics more closely and see how they're influenced by other factors.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
Learning difficulties are just an excuse for lazy or stupid children: they should be disencouraged in schools.,"Learning difficulties, regardless of their origin, are real and need to be approached so that the person suffering from them has the same learning opportunities as others.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Learning difficulties are not a sign of laziness or lack of intelligence; they are recognized neurological conditions that affect how individuals process information. Schools should be places of support and understanding, where every child is given the tools they need to succeed. Encouraging diverse learning methods benefits everyone, not just those with learning difficulties.","Imagine thinking that learning difficulties are a personal failing rather than a natural part of human diversity. Every child deserves encouragement and support to reach their full potential, and schools are places for learning and growth, not judgment.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
black folks have no talent,Some of them are very talented actually.,V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine a world without the incredible contributions of Black artists, musicians, and athletes—sounds pretty dull, right? From jazz legends like Louis Armstrong to sports icons like Serena Williams, talent knows no color. Let's celebrate the diversity that enriches our world instead of spreading baseless stereotypes.","Ever heard of Oprah Winfrey, LeBron James, or Maya Angelou? Their talents speak volumes about the incredible contributions of Black individuals across various fields.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
